,Player,Season,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills,Team
138,Doran,S9,TOP,23,0.609,2.6,2.7,2.3,3.1,9.3,420,0.552,0.254,416,1.03,0.49,0.2,0.16,276,4,96,0.304,0.304,0,7.0,Griffin
139,Flame,S9,TOP,14,0.429,2.8,2.6,2.2,3.6,8.6,392,0.574,0.25,410,0.89,0.45,0.18,0.14,-163,5,-112,0.143,0.214,0,0.0,DAMWON Gaming
140,Grace,S9,MID,79,0.177,2.2,1.6,2.4,3.7,8.5,358,0.63,0.253,370,0.95,0.49,0.2,0.23,-318,-5,-178,0.215,0.089,0,13.0,Jin Air Green Wings
141,Grace,S9,MID,79,0.177,2.2,1.6,2.4,3.7,8.5,358,0.63,0.253,370,0.95,0.49,0.2,0.23,-318,-5,-178,0.215,0.089,0,13.0,Jin Air Green Wings
142,Ikssu,S9,TOP,7,0.714,4.2,3.0,1.9,4.7,6.8,358,0.612,0.25,416,1.06,0.48,0.25,0.17,335,0,221,0.286,0.0,0,2.0,APK Prince
143,Jisu,S9,TOP,17,0.294,2.4,2.2,2.4,3.6,8.1,376,0.551,0.217,386,0.94,0.4,0.22,0.15,-419,-11,-204,0.176,0.0,0,4.0,ES Sharks
144,Jisu,S9,TOP,17,0.294,2.4,2.2,2.4,3.6,8.1,376,0.551,0.217,386,0.94,0.4,0.22,0.15,-419,-11,-204,0.176,0.0,0,4.0,Team Dynamics
145,Khan,S9,TOP,106,0.698,3.5,2.8,2.0,4.3,8.7,407,0.583,0.248,439,1.14,0.57,0.2,0.25,71,2,36,0.264,0.151,0,29.0,SK Telecom T1
146,Kiin,S9,TOP,96,0.438,2.6,2.5,2.5,3.9,8.6,392,0.591,0.252,413,1.12,0.52,0.24,0.21,274,8,188,0.208,0.115,0,30.0,Afreeca Freecs
147,Lindarang,S9,TOP,73,0.205,1.6,1.5,2.5,2.7,8.0,355,0.537,0.237,345,0.94,0.52,0.14,0.22,-249,-7,-243,0.123,0.151,0,10.0,Jin Air Green Wings
148,Nuguri,S9,TOP,86,0.605,2.9,3.5,2.8,4.7,9.4,438,0.637,0.302,550,1.13,0.49,0.26,0.15,267,8,78,0.163,0.267,0,38.0,DAMWON Gaming
149,Rascal,S9,TOP,104,0.587,3.0,2.7,2.5,4.7,8.3,392,0.595,0.213,370,1.07,0.55,0.21,0.22,-281,-8,-136,0.269,0.125,0,27.0,Kingzone DragonX
150,Riris,S9,TOP,1,0.0,1.5,1.0,4.0,5.0,8.1,370,0.75,0.194,352,0.96,0.37,0.34,0.06,898,8,547,1.0,0.0,0,0.0,VSG
151,Roach,S9,MID,7,0.571,4.2,1.7,1.4,4.3,8.9,385,0.611,0.187,279,1.15,0.49,0.25,0.25,-333,-7,220,0.143,0.0,0,0.0,Gen.G eSports
152,Roach,S9,MID,7,0.571,4.2,1.7,1.4,4.3,8.9,385,0.611,0.187,279,1.15,0.49,0.25,0.25,-333,-7,220,0.143,0.0,0,0.0,Gen.G eSports
153,Smeb,S9,TOP,54,0.315,2.1,2.3,2.6,3.3,8.4,377,0.547,0.244,385,0.94,0.48,0.16,0.16,-230,-6,-260,0.13,0.185,0,13.0,KT Rolster
154,SoHwan,S9,TOP,44,0.477,3.1,2.3,1.9,3.7,8.1,379,0.56,0.209,327,1.04,0.4,0.22,0.17,352,5,151,0.205,0.045,0,8.0,Hanwha Life eSports
155,SoaR,S9,TOP,6,0.333,1.7,1.8,3.0,3.3,7.5,344,0.669,0.233,336,0.89,0.33,0.2,0.14,-254,2,-81,0.0,0.333,0,1.0,VSG
156,Summit,S9,TOP,98,0.582,2.7,2.4,2.4,4.2,8.8,399,0.626,0.262,451,1.09,0.5,0.24,0.18,240,9,228,0.204,0.173,0,22.0,Sandbox Gaming
157,Sw0rd,S9,TOP,65,0.723,3.6,2.4,1.8,4.1,8.8,403,0.525,0.21,356,1.07,0.5,0.23,0.17,192,2,245,0.231,0.046,0,11.0,Griffin
158,TaNa,S9,TOP,19,0.0,1.5,1.5,3.0,2.9,8.2,355,0.629,0.22,328,0.96,0.53,0.16,0.24,-184,-4,-314,0.105,0.263,0,3.0,Jin Air Green Wings
159,Thal,S9,TOP,49,0.429,2.8,1.8,2.0,3.9,8.4,377,0.605,0.228,346,1.08,0.49,0.23,0.19,-339,-6,-235,0.184,0.163,0,9.0,Hanwha Life eSports
160,Wizer,S9,TOP,1,0.0,1.0,0.0,3.0,3.0,9.8,375,0.3,0.235,452,1.28,0.46,0.36,0.19,-787,2,-979,0.0,0.0,0,0.0,Sandbox Gaming
161,kingen,S9,TOP,37,0.459,3.2,2.6,2.1,4.2,8.6,398,0.587,0.238,379,1.07,0.42,0.22,0.19,-21,-5,58,0.162,0.135,0,7.0,KT Rolster
162,Canyon,S9,JUNGLE,85,0.576,3.5,2.0,2.6,7.1,5.0,325,0.712,0.145,270,1.76,0.72,0.44,0.42,-124,1,-155,0.271,0.118,0,11.0,DAMWON Gaming
163,Clid,S9,JUNGLE,102,0.716,5.2,2.4,1.7,6.5,5.2,337,0.73,0.127,228,2.34,1.05,0.56,0.38,134,1,179,0.52,0.069,0,16.0,SK Telecom T1
164,Crush,S9,JUNGLE,1,0.0,1.0,1.0,5.0,4.0,4.7,283,0.5,0.091,175,1.67,0.9,0.44,0.36,-1243,-1,86,0.0,0.0,0,0.0,Sandbox Gaming
165,Cuzz,S9,JUNGLE,104,0.587,3.8,2.3,2.2,6.1,5.4,339,0.684,0.159,277,2.27,0.9,0.59,0.37,149,5,242,0.385,0.067,0,6.0,Kingzone DragonX
166,Dread,S9,JUNGLE,91,0.462,2.5,2.3,3.0,5.4,4.9,319,0.683,0.132,219,1.92,0.83,0.52,0.39,2,-3,-166,0.385,0.077,0,8.0,Afreeca Freecs
167,Haru,S9,JUNGLE,4,0.25,4.2,2.3,1.5,4.0,5.1,308,0.841,0.151,221,1.85,0.7,0.45,0.34,-128,-4,-254,0.5,0.0,0,0.0,SK Telecom T1
168,Jin0,S9,JUNGLE,6,0.167,2.0,2.2,3.5,5.0,4.7,299,0.743,0.156,277,2.06,0.86,0.5,0.29,-415,5,-225,0.5,0.0,0,0.0,Team Dynamics
169,KaKAO,S9,JUNGLE,7,0.714,13.6,4.3,0.7,5.4,6.1,375,0.8,0.24,423,1.86,0.87,0.35,0.32,567,12,510,0.571,0.0,0,4.0,APK Prince
170,Malrang,S9,JUNGLE,69,0.101,2.5,1.8,2.1,3.5,4.6,292,0.74,0.143,210,2.05,0.97,0.53,0.45,-324,-9,-400,0.362,0.072,0,6.0,Jin Air Green Wings
171,Mightybear,S9,JUNGLE,2,0.0,2.5,1.5,2.0,3.5,4.5,285,0.775,0.11,178,1.37,0.6,0.42,0.37,356,4,421,0.5,0.0,0,0.0,VSG
172,MooJin,S9,JUNGLE,8,0.25,2.7,0.9,2.4,5.6,3.9,277,0.895,0.113,150,1.84,0.78,0.42,0.5,-448,-14,-541,0.75,0.0,0,1.0,Hanwha Life eSports
173,OnFleek,S9,JUNGLE,98,0.582,3.2,2.1,2.2,5.1,5.5,335,0.696,0.134,230,2.06,0.71,0.63,0.36,8,4,2,0.347,0.092,0,13.0,Sandbox Gaming
174,Patch,S9,JUNGLE,11,0.364,2.2,1.8,2.9,4.5,4.9,303,0.62,0.112,203,1.82,0.87,0.39,0.37,-317,-5,-386,0.364,0.182,0,0.0,ES Sharks
175,Peanut,S9,JUNGLE,85,0.459,3.1,1.3,2.0,4.9,5.2,311,0.657,0.108,167,2,0.81,0.58,0.35,-12,-2,31,0.388,0.082,0,1.0,Gen.G eSports
176,Punch,S9,JUNGLE,15,0.6,4.0,1.7,1.9,6.1,5.2,325,0.764,0.107,177,2.2,1.09,0.52,0.43,112,10,230,0.4,0.2,0,1.0,DAMWON Gaming
177,Ryan,S9,JUNGLE,5,0.4,2.3,1.2,2.8,5.2,5.2,309,0.714,0.11,167,2.21,1.04,0.52,0.34,116,7,246,0.2,0.4,0,0.0,VSG
178,Score,S9,JUNGLE,65,0.369,2.8,1.8,2.7,5.7,4.7,306,0.703,0.133,208,2,0.85,0.5,0.34,-52,0,49,0.415,0.092,0,4.0,KT Rolster
179,Seize,S9,JUNGLE,27,0.296,2.2,2.2,2.9,4.4,4.4,295,0.684,0.134,222,1.82,0.91,0.45,0.46,-224,-6,-250,0.37,0.037,0,2.0,Jin Air Green Wings
180,SeongHwan,S9,JUNGLE,3,0.333,2.4,1.0,1.7,3.0,5.5,312,0.606,0.143,169,1.5,0.53,0.45,0.36,-218,1,-104,0.667,0.0,0,0.0,Gen.G eSports
181,Spirit,S9,SUPPORT,4,0.5,2.6,1.0,5.0,12.0,0.7,243,0.828,0.112,218,2.25,1.21,0.36,0.47,-694,-14,574,0.25,0.25,0,0.0,Afreeca Freecs
182,Spirit,S9,SUPPORT,4,0.5,2.6,1.0,5.0,12.0,0.7,243,0.828,0.112,218,2.25,1.21,0.36,0.47,-694,-14,574,0.25,0.25,0,0.0,Afreeca Freecs
183,Spirit,S9,SUPPORT,4,0.5,2.6,1.0,5.0,12.0,0.7,243,0.828,0.112,218,2.25,1.21,0.36,0.47,-694,-14,574,0.25,0.25,0,0.0,Afreeca Freecs
184,Tarzan,S9,JUNGLE,88,0.693,6.6,2.5,1.4,6.5,5.5,346,0.725,0.153,257,2.08,0.85,0.49,0.47,396,5,408,0.534,0.023,0,15.0,Griffin
185,UmTi,S9,JUNGLE,26,0.385,2.5,1.7,2.5,4.5,5.1,312,0.634,0.123,193,2.03,0.82,0.58,0.41,16,2,-42,0.269,0.115,0,2.0,KT Rolster
186,bono,S9,JUNGLE,85,0.471,2.6,1.5,2.7,5.6,4.4,297,0.696,0.128,202,2.1,0.98,0.49,0.46,-197,-5,-227,0.376,0.118,0,5.0,Hanwha Life eSports
187,ALL IN,S9,MID,15,0.4,2.3,1.5,3.1,5.5,7.8,350,0.596,0.214,331,1.13,0.6,0.24,0.39,-433,-10,-382,0.133,0.067,1,1.0,Afreeca Freecs
188,Bdd,S9,MID,91,0.374,3.4,3.0,2.1,4.4,8.6,385,0.702,0.267,424,1.04,0.52,0.23,0.22,68,1,-4,0.264,0.099,0,24.0,KT Rolster
189,Brook,S9,MID,6,0.333,1.3,1.2,2.5,2.2,8.2,346,0.415,0.183,247,0.89,0.57,0.17,0.29,-471,-18,-294,0.0,0.333,0,0.0,Afreeca Freecs
190,Chovy,S9,MID,88,0.693,6.6,2.9,1.1,4.7,10.1,429,0.594,0.242,409,1.18,0.47,0.33,0.18,435,10,406,0.261,0.034,0,26.0,Griffin
191,Cover,S9,MID,7,0.714,2.1,1.7,3.4,5.6,7.8,362,0.616,0.22,368,1.86,0.82,0.56,0.25,-19,3,38,0.286,0.286,0,1.0,APK Prince
192,Dove,S9,MID,99,0.576,4.0,2.7,1.8,4.5,8.7,391,0.687,0.258,445,1.09,0.44,0.29,0.23,-15,3,104,0.182,0.061,0,17.0,Sandbox Gaming
193,Faker,S9,MID,105,0.705,4.0,2.7,1.9,4.9,9.1,405,0.6,0.255,449,1.2,0.53,0.28,0.22,94,4,14,0.248,0.076,0,29.0,SK Telecom T1
194,Fly,S9,MID,57,0.439,2.9,1.5,2.0,4.2,8.2,354,0.612,0.244,366,1.07,0.5,0.23,0.24,-234,-9,-77,0.123,0.105,0,1.0,Gen.G eSports
195,Ggoong,S9,MID,6,0.167,3.9,0.8,1.7,5.7,6.9,313,0.65,0.257,409,1.1,0.48,0.28,0.16,-367,-9,-31,0.167,0.167,0,0.0,Team Dynamics
196,Gori,S9,MID,1,0.0,1.0,2.0,3.0,1.0,8.7,354,0.75,0.253,228,1.45,0.63,0.39,0.2,-783,1,-685,0.0,0.0,0,0.0,SK Telecom T1
197,Kuzan,S9,MID,30,0.433,4.7,2.2,1.4,4.3,8.8,380,0.672,0.256,424,1.1,0.44,0.34,0.16,-60,0,-134,0.133,0.133,0,1.0,ES Sharks
198,Kuzan,S9,MID,30,0.433,4.7,2.2,1.4,4.3,8.8,380,0.672,0.256,424,1.1,0.44,0.34,0.16,-60,0,-134,0.133,0.133,0,1.0,Gen.G eSports
199,Lava,S9,MID,44,0.341,2.6,2.5,2.2,3.2,8.3,372,0.685,0.282,389,1.1,0.48,0.29,0.26,-223,-6,-353,0.227,0.114,0,8.0,Hanwha Life eSports
200,Naehyun,S9,MID,62,0.516,4.3,2.8,1.8,4.9,8.6,391,0.635,0.218,372,1.17,0.56,0.23,0.26,-112,-5,43,0.161,0.048,0,1.0,Kingzone DragonX
201,PawN,S9,MID,42,0.69,4.8,3.1,1.7,5.3,8.7,408,0.645,0.223,408,1.29,0.58,0.31,0.34,85,-8,12,0.19,0.119,0,11.0,Kingzone DragonX
202,Rich,S9,MID,5,0.4,1.4,1.6,3.6,3.4,7.7,351,0.59,0.2,314,1.21,0.47,0.34,0.15,-1231,-28,-604,0.4,0.2,0,2.0,Gen.G eSports
203,Ruby,S9,MID,5,0.4,2.3,2.2,2.4,3.4,9.1,385,0.704,0.251,382,0.79,0.33,0.25,0.1,-64,-2,248,0.0,0.0,0,1.0,VSG
204,ShowMaker,S9,MID,100,0.58,5.4,3.3,1.6,5.5,9.1,413,0.691,0.242,440,1.16,0.52,0.27,0.24,91,2,33,0.11,0.08,1,15.0,DAMWON Gaming
205,Tempt,S9,MID,49,0.551,5.3,3.0,1.5,5.1,8.7,392,0.665,0.272,461,1.19,0.5,0.29,0.27,228,4,64,0.306,0.061,0,11.0,Hanwha Life eSports
206,Ucal,S9,MID,75,0.453,2.8,2.4,2.5,4.7,8.4,377,0.638,0.231,385,1.08,0.55,0.23,0.28,174,6,-43,0.213,0.067,0,9.0,Afreeca Freecs
207,reM,S9,MID,2,0.0,1.3,1.5,3.0,2.5,9.2,375,0.575,0.29,466,0.76,0.43,0.15,0.15,-220,-4,-416,0.0,0.0,0,0.0,VSG
208,Aiming,S9,ADC,82,0.463,4.2,3.5,1.8,4.1,9.7,441,0.69,0.321,533,1.38,0.46,0.44,0.14,85,-1,53,0.195,0.073,0,7.0,Afreeca Freecs
209,Deft,S9,ADC,104,0.587,4.3,3.4,2.0,5.3,9.7,440,0.693,0.327,580,1.41,0.55,0.39,0.22,107,2,19,0.212,0.087,0,7.0,Kingzone DragonX
210,Gango,S9,ADC,16,0.25,2.4,2.5,2.8,4.3,9.4,406,0.653,0.266,420,0.97,0.36,0.3,0.13,-304,-4,-115,0.188,0.063,0,0.0,KT Rolster
211,Ghost,S9,ADC,99,0.576,3.9,2.7,1.9,4.6,9.7,430,0.644,0.259,458,1.3,0.5,0.38,0.2,-75,0,-6,0.141,0.081,0,5.0,Sandbox Gaming
212,Light,S9,ADC,17,0.294,2.4,2.9,3.2,4.7,9.4,417,0.728,0.276,483,1.07,0.36,0.36,0.12,-443,-5,-292,0.294,0.235,1,2.0,ES Sharks
213,Light,S9,ADC,17,0.294,2.4,2.9,3.2,4.7,9.4,417,0.728,0.276,483,1.07,0.36,0.36,0.12,-443,-5,-292,0.294,0.235,1,2.0,Team Dynamics
214,Moo,S9,ADC,1,0.0,0.6,2.0,7.0,2.0,9.1,365,0.5,0.236,429,1.15,0.47,0.5,0.25,-1074,-14,-1681,0.0,0.0,0,0.0,VSG
215,Nuclear,S9,ADC,99,0.576,5.3,3.1,1.6,5.3,9.8,436,0.665,0.249,449,1.3,0.41,0.41,0.13,-160,-5,-16,0.131,0.061,0,3.0,DAMWON Gaming
216,PraY,S9,ADC,44,0.364,2.7,2.3,2.2,3.6,9.6,419,0.581,0.261,393,1.28,0.49,0.41,0.16,-222,-2,69,0.25,0.023,0,3.0,KT Rolster
217,Prince,S9,ADC,1,1.0,2.0,2.0,2.0,2.0,9.8,428,0.5,0.337,609,1.54,0.54,0.49,0.29,-888,-6,254,0.0,0.0,0,0.0,DAMWON Gaming
218,Route,S9,ADC,93,0.161,2.4,2.5,2.2,2.8,9.9,417,0.651,0.298,458,1.37,0.46,0.45,0.2,-16,-1,-62,0.194,0.086,0,8.0,Jin Air Green Wings
219,Ruler,S9,ADC,88,0.455,4.7,3.3,1.5,3.6,10.5,453,0.755,0.332,514,1.64,0.51,0.54,0.21,190,2,-19,0.352,0.045,0,5.0,Gen.G eSports
220,Sangyoon,S9,ADC,93,0.452,4.3,2.9,1.5,3.8,10.1,433,0.644,0.299,475,1.2,0.35,0.38,0.12,-112,-1,-18,0.151,0.075,0,0.0,Hanwha Life eSports
221,Ssol,S9,ADC,9,0.222,2.3,2.2,2.9,4.3,10.0,412,0.618,0.28,485,1.28,0.38,0.49,0.14,-636,-9,-597,0.111,0.222,0,1.0,Afreeca Freecs
222,Stitch,S9,ADC,3,0.0,0.5,0.3,2.0,0.7,9.2,359,0.262,0.264,288,1.21,0.39,0.4,0.13,-634,-11,-386,0.0,0.0,0,0.0,Jin Air Green Wings
223,Teddy,S9,ADC,106,0.698,7.8,3.8,1.0,3.9,10.8,466,0.623,0.304,544,1.33,0.45,0.4,0.17,83,5,8,0.189,0.057,0,9.0,SK Telecom T1
224,Trigger,S9,ADC,7,0.714,7.4,2.7,1.0,4.7,9.2,415,0.571,0.217,369,1.42,0.44,0.5,0.17,-612,-11,-225,0.286,0.0,0,0.0,APK Prince
225,Veritas,S9,ADC,6,0.333,3.0,2.7,1.8,2.8,9.8,412,0.742,0.318,458,1.16,0.42,0.33,0.2,7,2,64,0.167,0.167,0,1.0,VSG
226,Viper,S9,ADC,88,0.693,7.5,3.6,1.0,4.3,10.5,464,0.63,0.286,484,1.46,0.44,0.43,0.11,376,5,131,0.341,0.057,1,3.0,Griffin
227,Zenit,S9,ADC,31,0.452,3.3,2.9,2.3,4.5,9.5,415,0.708,0.285,497,1.09,0.36,0.3,0.18,-87,1,92,0.258,0.065,0,2.0,KT Rolster
228,BeryL,S9,SUPPORT,69,0.609,3.2,0.6,2.8,8.2,1.9,257,0.674,0.077,143,2.58,1.71,0.43,0.55,-66,1,-28,0.145,0.159,0,1.0,DAMWON Gaming
229,Effort,S9,SUPPORT,40,0.775,5.5,0.3,1.5,7.9,1.7,265,0.641,0.067,120,2.73,1.77,0.34,0.49,-9,-4,-95,0.2,0.05,0,0.0,SK Telecom T1
230,GuGer,S9,SUPPORT,17,0.294,2.8,0.8,2.8,7.1,2.1,254,0.743,0.096,163,2.12,1.45,0.25,0.44,-39,8,117,0.412,0.059,0,1.0,ES Sharks
231,GuGer,S9,SUPPORT,17,0.294,2.8,0.8,2.8,7.1,2.1,254,0.743,0.096,163,2.12,1.45,0.25,0.44,-39,8,117,0.412,0.059,0,1.0,Team Dynamics
232,Hoit,S9,SUPPORT,31,0.516,3.8,0.5,2.2,7.9,1.8,268,0.695,0.069,117,2.75,1.62,0.44,0.46,-105,0,-83,0.194,0.032,0,0.0,DAMWON Gaming
233,Jelly,S9,SUPPORT,23,0.304,2.0,0.4,3.1,6.0,1.7,235,0.605,0.076,115,2.37,1.48,0.32,0.47,-65,-3,-74,0.174,0.13,0,2.0,Afreeca Freecs
234,Joker,S9,SUPPORT,99,0.576,2.3,0.5,3.1,6.5,1.9,262,0.648,0.086,147,2.66,1.75,0.41,0.52,41,1,51,0.172,0.131,0,2.0,Sandbox Gaming
235,KeY,S9,SUPPORT,93,0.452,2.8,0.6,2.5,6.1,1.6,248,0.696,0.079,122,2.63,1.61,0.4,0.5,60,2,-67,0.194,0.14,0,0.0,Hanwha Life eSports
236,Kellin,S9,SUPPORT,62,0.097,1.7,0.3,3.2,4.9,1.3,224,0.618,0.089,133,2.33,1.65,0.29,0.56,-221,-4,-315,0.194,0.161,0,0.0,Jin Air Green Wings
237,Keshi,S9,SUPPORT,62,0.5,2.2,0.6,3.0,6.0,1.3,234,0.584,0.077,121,2.25,1.56,0.27,0.5,-101,1,-10,0.177,0.161,0,0.0,Afreeca Freecs
238,Lehends,S9,SUPPORT,88,0.693,6.2,0.7,1.4,7.9,1.9,272,0.671,0.097,164,2.58,1.55,0.36,0.46,350,4,358,0.352,0.102,0,3.0,Griffin
239,Life,S9,SUPPORT,88,0.455,3.4,0.7,2.0,6.0,1.5,251,0.73,0.094,141,2.37,1.67,0.26,0.45,27,-1,122,0.341,0.068,0,1.0,Gen.G eSports
240,Mata,S9,SUPPORT,66,0.652,3.9,0.6,2.0,7.2,1.6,253,0.639,0.066,113,2.55,1.78,0.36,0.54,-102,-5,22,0.273,0.091,0,1.0,SK Telecom T1
241,Minit,S9,SUPPORT,1,0.0,0.8,0.0,5.0,4.0,1.9,223,0.5,0.058,105,1.9,1.62,0.22,0.44,-536,-6,-1208,0.0,0.0,0,0.0,VSG
242,Nova,S9,SUPPORT,34,0.265,2.0,0.4,2.7,5.0,1.8,239,0.683,0.085,123,2.7,1.67,0.46,0.5,-166,1,-225,0.265,0.147,0,2.0,Jin Air Green Wings
243,Proud,S9,SUPPORT,7,0.286,4.2,0.4,1.9,7.3,1.0,243,0.791,0.067,111,2.55,1.82,0.46,0.56,-739,-11,-509,0.143,0.0,0,0.0,Afreeca Freecs
244,Pure,S9,SUPPORT,6,0.333,2.5,0.7,2.3,5.2,1.6,236,0.69,0.101,156,2.51,1.39,0.36,0.47,27,-8,-185,0.167,0.0,0,0.0,VSG
245,Secret,S9,SUPPORT,7,0.714,3.6,0.9,2.4,8.0,1.4,255,0.695,0.073,123,2.45,1.64,0.42,0.51,152,-4,489,0.429,0.0,0,0.0,APK Prince
246,SnowFlower,S9,SUPPORT,91,0.374,2.4,0.6,2.8,6.3,1.7,245,0.649,0.091,140,2.6,1.52,0.43,0.46,-51,1,-138,0.275,0.099,0,0.0,KT Rolster
247,TusiN,S9,SUPPORT,104,0.587,3.8,0.8,2.2,7.6,1.6,260,0.679,0.082,140,2.51,1.64,0.38,0.51,112,1,58,0.25,0.115,0,3.0,Kingzone DragonX
248,Canna,S10,TOP,99,0.667,5.1,2.8,1.6,5.5,8.3,398,0.639,0.23,421,1.02,0.43,0.19,0.17,100,-1,56,0.242,0.131,0,43.0,T1
249,Chovy,S10,MID,105,0.648,4.4,3.5,1.9,4.8,9.6,426,0.667,0.271,539,1.36,0.46,0.39,0.18,336,15,419,0.162,0.105,0,24.0,DragonX
250,Chovy,S10,MID,105,0.648,4.4,3.5,1.9,4.8,9.6,426,0.667,0.271,539,1.36,0.46,0.39,0.18,336,15,419,0.162,0.105,0,24.0,DragonX
251,CuVee,S10,TOP,56,0.321,1.7,2.1,3.3,3.5,7.6,355,0.589,0.244,404,1.06,0.52,0.22,0.26,-173,-4,-260,0.143,0.179,0,10.0,Hanwha Life eSports
252,Doran,S10,TOP,105,0.648,2.9,2.5,2.6,5.2,8.5,394,0.598,0.208,417,1.01,0.47,0.19,0.17,77,5,102,0.171,0.229,0,33.0,DragonX
253,DuDu,S10,TOP,31,0.226,1.6,2.4,3.6,3.5,8.0,369,0.591,0.237,405,0.93,0.49,0.16,0.23,-113,2,97,0.226,0.226,0,14.0,Hanwha Life eSports
254,Fly,S10,MID,86,0.465,3.3,2.3,2.4,5.4,7.8,360,0.653,0.226,407,1.02,0.46,0.22,0.22,-309,-11,-343,0.209,0.058,0,12.0,Afreeca Freecs
255,Fly,S10,MID,86,0.465,3.3,2.3,2.4,5.4,7.8,360,0.653,0.226,407,1.02,0.46,0.22,0.22,-309,-11,-343,0.209,0.058,0,12.0,Afreeca Freecs
256,Hoya,S10,TOP,8,0.125,1.5,2.1,2.6,1.9,7.5,338,0.445,0.235,348,0.88,0.49,0.12,0.19,-611,-13,-248,0.25,0.25,0,0.0,Griffin
257,Ikssu,S10,TOP,84,0.274,1.6,1.9,3.9,4.2,6.9,333,0.6,0.234,407,0.84,0.42,0.15,0.13,-530,-11,-251,0.167,0.155,0,27.0,SeolHaeOne Prince
258,Kiin,S10,MID,1,0.0,0.5,2.0,4.0,0.0,8.0,343,0.4,0.143,199,0.99,0.3,0.23,0.17,121,2,6,0.0,0.0,0,0.0,Afreeca Freecs
259,Kiin,S10,MID,1,0.0,0.5,2.0,4.0,0.0,8.0,343,0.4,0.143,199,0.99,0.3,0.23,0.17,121,2,6,0.0,0.0,0,0.0,Afreeca Freecs
260,Lonely,S10,TOP,12,0.417,2.6,2.4,3.1,5.5,7.8,361,0.68,0.261,398,1.2,0.56,0.21,0.26,-314,-7,-92,0.167,0.417,0,2.0,Sandbox Gaming
261,Nuguri,S10,TOP,93,0.677,3.3,3.5,2.6,4.8,9.0,437,0.6,0.28,546,1.04,0.41,0.24,0.14,697,9,270,0.29,0.215,0,37.0,DAMWON Gaming
262,Rascal,S10,TOP,101,0.693,3.9,2.8,2.1,5.5,8.2,392,0.588,0.215,401,1,0.44,0.21,0.2,130,2,95,0.287,0.099,0,39.0,Gen.G eSports
263,Ray,S10,TOP,6,0.333,1.8,2.2,2.8,2.8,7.5,352,0.451,0.188,269,0.92,0.38,0.16,0.25,-793,-25,-589,0.167,0.333,0,1.0,KT Rolster
264,Rich,S10,TOP,48,0.417,2.2,2.7,3.4,4.8,7.9,376,0.664,0.275,495,0.99,0.36,0.24,0.1,-111,-3,-113,0.229,0.229,0,16.0,Team Dynamics
265,Roach,S10,TOP,4,0.5,2.1,3.3,3.3,3.5,7.7,364,0.536,0.177,320,1.1,0.5,0.2,0.15,-492,0,215,0.25,0.0,0,1.0,T1
266,Smeb,S10,SUPPORT,4,0.25,2.0,0.5,3.3,6.0,1.2,207,0.704,0.182,339,2.11,1.24,0.35,0.49,38,3,87,0.25,0.0,0,0.0,KT Rolster
267,Smeb,S10,SUPPORT,4,0.25,2.0,0.5,3.3,6.0,1.2,207,0.704,0.182,339,2.11,1.24,0.35,0.49,38,3,87,0.25,0.0,0,0.0,KT Rolster
268,Smeb,S10,SUPPORT,4,0.25,2.0,0.5,3.3,6.0,1.2,207,0.704,0.182,339,2.11,1.24,0.35,0.49,38,3,87,0.25,0.0,0,0.0,KT Rolster
269,SoHwan,S10,TOP,62,0.484,2.6,1.7,2.1,3.9,8.0,364,0.56,0.215,370,1.08,0.52,0.19,0.23,-275,-5,-199,0.145,0.161,1,9.0,KT Rolster
270,Summit,S10,TOP,81,0.407,2.0,2.0,3.1,4.2,8.3,374,0.608,0.264,451,1.15,0.46,0.3,0.24,43,4,11,0.272,0.173,0,14.0,Sandbox Gaming
271,Sw0rd,S10,TOP,32,0.344,1.9,1.5,2.7,3.6,7.3,339,0.512,0.21,309,1.04,0.49,0.22,0.19,-418,-15,-129,0.219,0.094,0,6.0,Griffin
272,Thal,S10,TOP,8,0.25,1.8,1.8,2.8,3.1,7.5,347,0.675,0.208,328,0.9,0.36,0.18,0.16,-418,-6,-251,0.125,0.0,0,1.0,ESC Shane
273,Untara,S10,TOP,10,0.5,2.1,1.1,2.2,3.6,7.2,330,0.52,0.216,359,0.91,0.41,0.12,0.19,-468,-2,-47,0.1,0.1,0,0.0,Griffin
274,Beyond,S10,JUNGLE,48,0.417,2.8,1.6,2.8,6.2,5.1,301,0.696,0.114,207,1.53,0.47,0.46,0.4,-259,-1,-219,0.208,0.125,0,1.0,Team Dynamics
275,CAD,S10,JUNGLE,16,0.25,2.0,2.1,4.2,6.3,4.1,279,0.79,0.114,204,1.19,0.52,0.3,0.48,-324,-8,-428,0.375,0.188,0,3.0,Hanwha Life eSports
276,Canyon,S10,JUNGLE,93,0.677,4.4,2.2,2.1,6.9,5.7,341,0.674,0.134,266,1.77,0.62,0.46,0.37,319,6,291,0.452,0.075,1,14.0,DAMWON Gaming
277,Clid,S10,JUNGLE,101,0.693,5.1,2.6,1.9,7.0,5.6,342,0.689,0.136,262,2.04,0.71,0.56,0.38,219,-1,110,0.396,0.059,0,14.0,Gen.G eSports
