Player,Season,Country,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
Zenit,S10,KR,ADC,5,20%,1.6,0.8,3.4,4.6,8,347,56.8%,26,473,0.99,0.37,0.21,0.19,-1035,-18,-658,0%,0%,0,-
deokdam,S10,KR,SUPPORT,1,100%,7,2,3,19,1.2,263,77.8%,15.7,429,2.38,1.36,0.46,0.41,416,-3,141,0%,0%,0,-
Ben,S10,KR,SUPPORT,54,50%,2.9,0.4,2.7,7.3,0.9,219,64.2%,7.9,141,2.3,1.5,0.28,0.51,-192,-3,-75,20.4%,11.1%,0,-
Hoit,S10,KR,SUPPORT,13,38.5%,2.7,0.5,2.2,5.4,1.1,225,62.4%,9.2,159,2.8,1.62,0.48,0.49,34,-1,-17,30.8%,0%,0,-
Joker,S10,KR,SUPPORT,6,16.7%,1.8,0.3,3,5,1.1,213,44%,6.8,106,2.83,1.91,0.4,0.53,88,6,12,0%,0%,0,-
Kellin,S10,KR,SUPPORT,21,61.9%,4.4,0.4,1.6,6.7,0.9,224,62.4%,6,102,2.49,1.8,0.27,0.55,39,-0,-197,38.1%,0%,0,-
Kuri,S10,KR,SUPPORT,2,50%,1.3,0,3.5,4.5,0.7,209,31%,5,94,2.39,2.04,0.15,0.57,-274,-7,-435,0%,0%,0,-
Mia,S10,KR,SUPPORT,17,17.6%,1.3,0.8,4.6,5.4,1.2,218,55.4%,10.7,198,2.9,1.93,0.5,0.57,-140,-1,-128,23.5%,17.6%,0,-
Nova,S10,KR,SUPPORT,8,25%,1.4,0.6,3.1,3.6,1.1,211,61.2%,9.3,153,2.57,1.56,0.42,0.48,-415,-1,-139,0%,12.5%,0,-
Secret,S10,KR,SUPPORT,67,29.9%,2.1,0.3,3.1,6.1,1,215,62.2%,8.1,139,2.39,1.63,0.32,0.49,-187,0,17,23.9%,11.9%,0,-
Wadid,S10,KR,SUPPORT,4,25%,2.6,0.3,2,5,0.8,202,75.4%,4,59,2.23,1.53,0.14,0.45,59,3,-288,50%,0%,0,-
Burdol,S11,KR,TOP,6,50%,2.5,4.5,3.3,3.8,8.3,421,68.9%,26.2,454,0.8,0.26,0.18,0.1,-250,-12,-320,16.7%,33.3%,0,6
Canna,S11,KR,TOP,92,57.6%,3.1,3.1,2.5,4.9,8.3,402,63.1%,24.8,464,1.08,0.39,0.24,0.22,288,4,157,31.5%,17.4%,0,34
Doran,S11,KR,TOP,91,42.9%,2.8,2.4,2.6,4.9,8.5,391,62%,27.5,493,1.07,0.48,0.24,0.24,183,8,142,16.5%,18.7%,0,32
DuDu,S11,KR,TOP,29,34.5%,2.4,2.5,2.7,3.9,8.3,387,56.9%,22.4,419,1.05,0.45,0.22,0.23,-160,-2,-151,27.6%,6.9%,0,7
Hoya,S11,KR,TOP,87,36.8%,2.3,1.8,2.5,4,7.5,349,55.8%,22.7,375,1.11,0.48,0.22,0.27,-570,-10,-199,14.9%,16.1%,0,19
Khan,S11,KR,TOP,99,74.7%,3.4,2.6,2.7,6.7,7.7,390,61.7%,24.6,524,1.11,0.43,0.22,0.23,122,-1,-37,20.2%,15.2%,0,25
Kiin,S11,KR,TOP,92,45.7%,2.8,2.3,2.5,4.9,8.5,391,58.8%,27.1,504,1.14,0.4,0.28,0.21,313,9,220,28.3%,10.9%,0,27
Morgan,S11,KR,TOP,78,56.4%,3.2,2.3,2.4,5.2,7.6,366,55.7%,19.4,392,1.13,0.4,0.27,0.25,-439,-10,-223,17.9%,14.1%,0,13
Rascal,S11,KR,TOP,94,60.6%,3.3,2.9,2.4,4.9,8.6,406,61.5%,22.7,408,1.1,0.39,0.29,0.23,119,0,97,38.3%,11.7%,0,47
Rich,S11,KR,TOP,103,48.5%,2.5,2.3,3,5.1,7.5,365,60.4%,25.6,500,1.06,0.37,0.27,0.15,-418,-10,-321,14.6%,18.4%,0,27
Summit,S11,KR,TOP,94,44.7%,2.2,2.6,3.3,4.6,8.4,391,62.6%,27.4,486,1.15,0.41,0.31,0.21,284,6,129,20.2%,11.7%,0,37
Zeus,S11,KR,TOP,19,63.2%,3.1,2.2,2.5,5.5,7.7,374,62.4%,22.5,421,0.88,0.33,0.18,0.15,91,1,23,21.1%,5.3%,0,1
destroy,S11,KR,TOP,1,0%,0.4,1,5,1,8.9,359,50%,15.7,237,1.16,0.48,0.26,0.36,-1994,-14,-1250,0%,100%,0,-
kingen,S11,KR,MID,1,0%,0.7,1,3,1,8.3,358,50%,15.3,230,0.74,0.29,0.16,0.16,-969,-32,-842,0%,0%,0,-
Bonnie,S11,KR,JUNGLE,6,33.3%,1.9,2.3,2.8,3.2,5.9,330,61.4%,14.9,254,1.92,0.88,0.55,0.36,-565,-11,-655,0%,16.7%,0,1
Canyon,S11,KR,MID,10,70%,4.6,2.3,1.9,6.5,7.8,382,67.2%,20.4,382,0.9,0.35,0.21,0.23,-110,-15,-236,40%,10%,0,4
Chieftain,S11,KR,MID,1,0%,0.3,1,4,0,8.3,319,50%,30.2,362,0.82,0.45,0.2,0.12,-1500,-4,-562,0%,0%,0,-
Clid,S11,KR,JUNGLE,92,60.9%,4.4,2.6,1.9,5.9,5.9,341,67.7%,15.7,284,1.95,0.63,0.54,0.39,-46,-3,-54,39.1%,4.3%,0,13
Croco,S11,KR,JUNGLE,90,46.7%,3.1,2,2.6,6.1,5.6,328,70.4%,17.3,309,1.58,0.44,0.48,0.3,-104,-4,-112,28.9%,14.4%,0,8
Cuzz,S11,KR,JUNGLE,43,58.1%,4.6,2.6,2,6.6,6.1,344,66%,16.9,332,1.98,0.63,0.52,0.33,39,-3,-60,44.2%,2.3%,0,7
Dread,S11,KR,JUNGLE,92,45.7%,3.9,3.1,2.3,5.8,6.3,348,76.7%,17.9,336,1.69,0.48,0.51,0.34,102,-0,-56,54.3%,7.6%,0,17
Ellim,S11,KR,JUNGLE,22,54.5%,5.1,2.1,1.6,6.2,6,334,67.9%,14.6,253,1.75,0.65,0.44,0.38,182,4,135,36.4%,0%,0,-
Flawless,S11,KR,JUNGLE,5,60%,4.4,2.4,1.6,4.6,5.5,318,46.6%,14.3,277,1.72,0.51,0.51,0.43,-424,-8,-425,40%,0%,0,-
GIDEON,S11,KR,JUNGLE,27,33.3%,2.7,2,2.3,4,6.2,322,68.9%,15,231,1.84,0.59,0.53,0.32,-260,-9,-419,40.7%,7.4%,0,4
Malrang,S11,KR,JUNGLE,10,70%,5.9,4.4,1.6,5,5.6,351,68.7%,15.9,310,1.36,0.5,0.28,0.34,-105,-13,-224,60%,0%,0,3
Mir,S11,KR,JUNGLE,46,50%,3.8,3.2,2.6,6.4,5.9,342,66.8%,15.2,310,1.59,0.5,0.43,0.36,-75,-7,-340,34.8%,15.2%,0,4
OnFleek,S11,KR,JUNGLE,4,0%,1.9,1.8,3.3,4.5,6.3,329,54%,11.5,228,1.98,0.38,0.78,0.3,-39,-9,-687,0%,0%,0,-
Oner,S11,KR,JUNGLE,46,60.9%,3.8,3.1,2.2,5.4,5.9,355,68%,17.8,332,1.55,0.4,0.47,0.25,295,0,70,43.5%,4.3%,0,6
Peanut,S11,KR,JUNGLE,103,48.5%,3.9,2.9,2.2,5.7,6.8,362,70.1%,18.6,361,1.81,0.45,0.6,0.25,125,7,316,30.1%,11.7%,0,17
Pyosik,S11,KR,JUNGLE,94,33%,2.5,2.8,3,4.6,6.9,358,74.3%,21,387,1.78,0.52,0.52,0.28,-75,3,25,31.9%,8.5%,1,10
UmTi,S11,KR,MID,1,0%,0,0,4,0,6.2,259,0%,11.7,160,1.06,0.43,0.43,0.16,-3180,-48,-2333,0%,0%,0,-
Willer,S11,KR,JUNGLE,28,53.6%,3.6,3.1,2.4,5.5,5.8,339,69.4%,14.3,260,1.68,0.55,0.4,0.49,-238,-4,-228,35.7%,7.1%,0,-
Yohan1,S11,KR,JUNGLE,33,48.5%,2.5,2.8,3.2,5.2,5.9,332,66.8%,16.8,350,1.34,0.33,0.39,0.3,-173,-2,-194,24.2%,12.1%,0,6
YoungJae,S11,KR,JUNGLE,3,33.3%,2.6,0.7,2.7,6.3,5.2,290,51%,11.7,192,1.56,0.54,0.55,0.46,-567,-7,-424,0%,0%,0,-
blank,S11,KR,JUNGLE,58,48.3%,4,2.3,2.2,6.7,6,334,67.5%,15.7,296,1.85,0.66,0.44,0.38,-136,-4,-214,39.7%,10.3%,0,6
Bay,S11,KR,MID,47,42.6%,2.7,1.6,2.6,5.5,8.3,363,61.9%,21.6,404,1,0.51,0.18,0.25,-641,-15,-370,19.1%,6.4%,0,3
Bdd,S11,KR,MID,97,60.8%,4.6,2.8,1.8,5.6,8.7,393,64.5%,26.6,478,1.1,0.46,0.23,0.21,135,5,167,16.5%,9.3%,0,22
Chovy,S11,KR,MID,107,50.5%,4.8,3.5,1.9,5.4,9.8,432,66.6%,27.7,552,1.43,0.46,0.41,0.18,507,14,352,23.4%,9.3%,1,46
Clozer,S11,KR,MID,21,57.1%,3.7,2.7,2.3,5.8,9.1,408,62.8%,25.4,472,0.99,0.39,0.2,0.13,298,7,198,9.5%,4.8%,0,2
Dove,S11,KR,MID,62,45.2%,3.8,3.3,2,4.3,8.7,393,66.2%,25.9,454,1.23,0.51,0.29,0.25,11,1,130,17.7%,3.2%,0,14
FATE,S11,KR,MID,94,44.7%,4.3,2.8,1.8,5,9.2,406,68%,25.9,465,1.1,0.48,0.22,0.26,106,-2,-32,21.3%,7.4%,0,19
Faker,S11,KR,MID,90,58.9%,3.8,2.6,2.1,5.3,8.5,393,59.8%,23.3,430,1.3,0.54,0.26,0.24,208,1,-1,18.9%,6.7%,0,12
Fly,S11,KR,MID,92,45.7%,2.9,2.3,2.7,5.5,8.2,371,63.2%,22.5,418,1.08,0.42,0.27,0.21,-141,-5,-124,29.3%,5.4%,0,8
Gori,S11,KR,MID,56,53.6%,3.1,3.2,2.5,4.6,8.6,393,60.6%,22.9,470,1.05,0.42,0.28,0.24,-404,-10,-254,14.3%,17.9%,0,17
Jett,S11,KR,MID,21,19%,1.8,2.3,3.5,3.8,8.1,365,59%,18.9,335,0.8,0.32,0.17,0.19,-158,-4,-21,28.6%,19%,0,3
Karis,S11,KR,MID,3,33.3%,1.7,0.7,2,2.7,8.7,356,40.1%,20.4,278,1.17,0.53,0.21,0.23,-591,-12,-638,0%,0%,0,-
Lava,S11,KR,MID,73,37%,3.6,2.3,2,4.7,9,390,70.5%,26.7,464,1.16,0.45,0.3,0.2,-223,-1,-45,27.4%,9.6%,1,8
Quad,S11,KR,MID,72,37.5%,3,1.5,2.3,5.3,8.6,366,64.2%,23.7,440,1.17,0.55,0.23,0.28,-309,-1,-62,12.5%,12.5%,0,4
ShowMaker,S11,KR,ADC,10,70%,5.4,3.5,1.7,5.7,9.7,433,64.1%,29.2,540,1.49,0.7,0.43,0.2,-92,-2,10,30%,20%,0,-
Ucal,S11,KR,MID,29,37.9%,3.3,2.9,2.4,5,9.4,406,64%,29.5,534,1.09,0.47,0.29,0.18,-14,4,156,10.3%,6.9%,0,8
Yaharong,S11,KR,MID,12,41.7%,4.4,2.9,1.8,5.2,8.4,376,76.5%,29.1,469,0.87,0.47,0.18,0.21,-632,-11,-184,16.7%,25%,0,2
5Kid,S11,KR,ADC,15,46.7%,5.1,2.7,1.3,3.7,10.3,422,51.2%,24.8,462,1.22,0.53,0.33,0.2,-522,-5,-249,0%,13.3%,0,1
BAO,S11,KR,ADC,70,35.7%,2.8,3.2,2.3,3.1,9.4,410,58.1%,23,434,1.06,0.44,0.35,0.11,-373,-7,-373,14.3%,8.6%,0,4
Bang,S11,KR,SUPPORT,1,0%,1,0,3,3,1.7,248,75%,12,213,3.1,1.74,0.44,0.27,779,1,1055,0%,0%,0,-
BeryL,S11,KR,SUPPORT,90,73.3%,3,0.9,3.2,8.6,1.3,245,63%,8.6,185,2.91,1.71,0.53,0.54,117,2,71,24.4%,13.3%,0,-
Deft,S11,KR,SUPPORT,3,66.7%,3.7,2.7,2.3,6,1.8,316,72.3%,32.4,716,2.72,1.41,0.57,0.23,721,-3,378,33.3%,0%,0,-
Ghost,S11,KR,SUPPORT,9,88.9%,8.1,3.8,1.6,8.8,1.6,338,81.4%,21,511,2.65,1.32,0.5,0.25,1119,-4,356,33.3%,0%,0,1
Gumayusi,S11,KR,ADC,53,54.7%,4.6,3.5,1.6,4,10.1,443,65.7%,26,451,1.44,0.61,0.44,0.23,302,7,104,20.8%,5.7%,1,3
Harp,S11,KR,SUPPORT,23,47.8%,2.5,0.4,3.1,7.5,1.1,220,59.9%,7,127,2.57,1.58,0.35,0.6,-118,0,-89,26.1%,13%,0,-
Hena,S11,KR,ADC,87,36.8%,3.5,2.7,2,4.2,9.9,419,70.9%,25.1,428,1.57,0.73,0.47,0.19,-10,-1,-36,14.9%,2.3%,0,3
HyBrid,S11,KR,ADC,35,40%,3.1,4.1,2.3,3.2,9.5,422,59.2%,21.2,370,1.28,0.46,0.44,0.1,-224,-2,4,20%,0%,0,8
Kellin,S11,KR,SUPPORT,101,49.5%,2.9,0.6,3,7.8,1.1,227,67.9%,7.6,149,2.85,1.91,0.39,0.54,47,0,-81,19.8%,13.9%,0,-
Keria,S11,KR,SUPPORT,102,58.8%,3.1,0.7,2.7,7.7,1.2,234,65.6%,7.8,148,2.68,1.88,0.38,0.66,140,2,83,23.5%,7.8%,0,1
Lehends,S11,KR,SUPPORT,88,46.6%,3,0.7,2.7,7.5,1.2,227,66.5%,7.5,138,2.82,1.68,0.42,0.54,30,-1,31,29.5%,5.7%,0,2
Leo,S11,KR,SUPPORT,2,50%,4.7,0.5,1.5,6.5,1.9,290,71.4%,23.5,376,3.19,1.6,0.78,0.41,364,-11,441,0%,50%,0,-
Life,S11,KR,SUPPORT,99,59.6%,3.1,0.5,2.5,7.3,1,226,58.9%,6.4,112,2.58,1.75,0.33,0.58,-139,-4,-228,28.3%,7.1%,0,-
Noah,S11,KR,SUPPORT,7,57.1%,6.3,2.4,1.7,8.3,2.5,330,81.9%,22.1,420,3.05,1.42,0.72,0.32,818,-0,388,42.9%,14.3%,0,-
Prince,S11,KR,ADC,74,48.6%,3.4,3.3,2.1,3.6,9.6,421,60.7%,24.6,455,1.43,0.64,0.43,0.18,-230,-2,-35,10.8%,9.5%,0,7
Route,S11,KR,ADC,11,27.3%,2.9,2.9,2.4,3.9,8.9,400,55.6%,19.1,341,1.25,0.52,0.36,0.21,-143,-3,-25,9.1%,0%,0,-
Ruler,S11,KR,SUPPORT,1,100%,8,5,2,11,2,336,84.2%,19,486,3.56,1.58,0.81,0.37,872,-14,169,0%,0%,0,-
Taeyoon,S11,KR,ADC,24,25%,2.4,2.5,2.4,3.4,9.7,409,59.3%,26.7,474,1.55,0.63,0.5,0.2,-80,-0,-204,16.7%,4.2%,0,6
Teddy,S11,KR,SUPPORT,9,55.6%,7.2,3.3,1.6,7.9,2.5,336,76.9%,24.6,499,3.08,1.66,0.67,0.3,1072,4,659,11.1%,0%,0,-
Vsta,S11,KR,SUPPORT,104,50%,2.9,0.6,3,8.1,1.1,227,64.1%,7.9,154,2.76,1.68,0.42,0.58,-120,-1,-12,21.2%,11.5%,0,5
Zzus,S11,KR,SUPPORT,61,39.3%,2.3,0.4,3.1,6.7,1.1,217,58.2%,6.1,103,2.62,1.69,0.38,0.57,-217,-2,-102,27.9%,14.8%,0,-
deokdam,S11,KR,SUPPORT,2,0%,0.9,0.5,4,3,1.1,245,70.8%,18.2,287,2.12,1.13,0.31,0.21,516,1,320,0%,0%,0,-
Delight,S11,KR,SUPPORT,87,36.8%,2.8,0.7,2.6,6.6,1.2,224,75%,7.5,125,2.8,1.74,0.45,0.57,8,1,73,24.1%,13.8%,0,-
Effort,S11,KR,SUPPORT,94,44.7%,2.1,0.6,3.4,6.6,1.1,223,63.2%,6.2,109,2.78,1.76,0.41,0.62,-160,-0,-108,21.3%,14.9%,0,1
Jun,S11,KR,SUPPORT,24,25%,2.2,0.7,3.1,6.2,1.3,229,71.6%,8.1,141,2.66,1.62,0.41,0.56,19,0,216,12.5%,8.3%,0,1
MapSSi,S11,KR,SUPPORT,1,0%,2.4,0,5,12,1.5,215,63.2%,12,301,2.48,1.77,0.42,0.55,-115,-2,360,0%,100%,0,-
Pleata,S11,KR,SUPPORT,70,35.7%,2.2,0.7,3.1,6.1,1.2,220,67.7%,6.8,127,2.67,1.74,0.4,0.53,-101,3,73,18.6%,7.1%,0,2
Burdol,S12,KR,TOP,51,62.7%,2.7,2.1,2.4,4.4,8,375,53.2%,23.2,416,1,0.35,0.24,0.22,-131,-2,126,13.7%,9.8%,0,19
Canna,S12,KR,TOP,83,36.1%,2.6,2.5,2.5,4.1,8.4,395,57.8%,27.4,508,1.01,0.39,0.19,0.2,182,2,97,19.3%,6%,0,26
Chovy,S12,KR,MID,88,78.4%,7.4,3.8,1.3,6,9.8,453,67.2%,27.5,598,1.75,0.54,0.47,0.14,461,12,381,20.5%,6.8%,0,30
Clear,S12,KR,TOP,1,100%,1.2,2,5,4,7.5,352,46.2%,26.7,678,0.88,0.3,0.3,0.24,-813,-13,-315,0%,0%,0,-
Clozer,S12,KR,MID,94,47.9%,3.3,2.7,2.3,4.8,8.9,397,67.2%,27.7,528,0.94,0.38,0.21,0.16,-192,-1,-86,22.3%,12.8%,0,18
DnDn,S12,KR,TOP,2,0%,0.6,0.5,2.5,1,8.2,332,50%,22.5,274,1.09,0.49,0.17,0.33,-902,-24,-514,0%,0%,0,-
Doran,S12,KR,TOP,92,77.2%,3.4,2.5,2.5,5.8,8.4,413,58.5%,24.5,523,1.06,0.4,0.21,0.22,245,3,100,20.7%,12%,0,33
Dove,S12,KR,MID,1,0%,1,2,3,1,8.4,356,75%,23,310,1.11,0.45,0.35,0.15,-465,6,562,0%,0%,0,-
Dread,S12,KR,JUNGLE,81,37%,3.1,2.5,2.5,5.2,5.3,319,68.9%,13,241,1.53,0.48,0.44,0.42,96,-1,-38,44.4%,9.9%,0,14
DuDu,S12,KR,TOP,89,27%,1.7,1.9,2.8,3,8.1,374,55%,26,435,0.96,0.34,0.23,0.2,-4,3,-27,14.6%,15.7%,0,31
Howling,S12,KR,TOP,4,0%,0.8,0.8,3.5,2,7.9,332,34.5%,24.9,361,0.75,0.28,0.17,0.13,-165,-8,-44,0%,0%,0,-
Hoya,S12,KR,TOP,9,44.4%,2,2.2,3.8,5.3,7.1,361,54.9%,20.4,363,1.26,0.47,0.31,0.35,-19,-3,-214,0%,33.3%,0,-
Kiin,S12,KR,TOP,92,39.1%,2.6,2,2.4,4.2,8.2,379,57.9%,26.6,459,1.18,0.42,0.28,0.23,41,4,95,22.8%,12%,0,13
Morgan,S12,KR,TOP,75,38.7%,2.4,1.8,2.3,3.7,8.3,379,53.4%,22,371,1.17,0.41,0.28,0.28,-180,-1,-155,13.3%,10.7%,0,15
Nuguri,S12,KR,TOP,45,62.2%,3.4,2.2,2.1,5,8,394,57.1%,23.9,513,1.14,0.35,0.29,0.21,458,5,294,24.4%,11.1%,0,15
Rascal,S12,KR,TOP,98,49%,2.8,2.6,2.6,4.7,8.5,397,60.5%,23,441,1.06,0.37,0.27,0.21,95,1,179,25.5%,12.2%,0,55
Soboro,S12,KR,TOP,2,0%,0.1,0.5,5.5,0,6.8,296,12.5%,26,365,0.54,0.28,0.05,0.05,-2815,-42,-2205,0%,100%,0,1
Sw0rd,S12,KR,TOP,12,25%,1.9,2,2.8,3.4,7.8,380,51.9%,25.1,478,1.08,0.41,0.25,0.26,-645,-16,-316,16.7%,8.3%,0,1
Zest,S12,KR,TOP,2,100%,2.8,2,2,3.5,9.4,422,41.5%,27.1,540,0.78,0.26,0.12,0.12,-769,-6,428,0%,50%,0,1
Zeus,S12,KR,TOP,102,74.5%,3.3,2.9,2.5,5.3,8.1,410,59.3%,26.1,542,1.03,0.36,0.21,0.18,405,7,158,18.6%,11.8%,0,36
kingen,S12,KR,TOP,104,50%,2.9,1.8,2.3,4.8,7.8,373,57.1%,24.9,499,1.05,0.38,0.25,0.21,-223,-3,-118,10.6%,12.5%,0,19
Canyon,S12,KR,JUNGLE,105,61%,4.1,2.4,2.2,6.4,5.6,337,69.8%,15.3,304,1.49,0.46,0.37,0.38,124,2,196,34.3%,7.6%,0,11
Croco,S12,KR,JUNGLE,95,47.4%,3,2.3,2.7,5.9,5.4,327,74.4%,14.5,272,1.48,0.34,0.46,0.26,-128,1,-83,38.9%,9.5%,0,14
Cuzz,S12,KR,JUNGLE,95,49.5%,3.7,2.2,2.3,6.2,5.4,325,67.7%,13.9,267,1.68,0.39,0.48,0.33,71,4,101,38.9%,6.3%,0,8
Ellim,S12,KR,JUNGLE,92,39.1%,2.6,1.9,2.7,5.3,4.5,292,68.1%,11.6,205,1.58,0.53,0.42,0.44,-383,-12,-380,35.9%,16.3%,0,5
GIDEON,S12,KR,JUNGLE,3,33.3%,2.3,2,2.3,3.3,5.8,325,50.5%,11.6,194,1.5,0.54,0.4,0.32,-745,10,143,0%,0%,0,1
Guwon,S12,KR,JUNGLE,2,0%,3.2,4,2.5,4,5.3,325,84.5%,22.9,327,1.47,0.37,0.49,0.42,598,2,453,100%,0%,0,-
HamBak,S12,KR,JUNGLE,4,0%,1.7,2.5,3.8,3.8,5.4,310,90.8%,16,232,1.3,0.52,0.36,0.51,-471,-13,-533,0%,50%,0,-
Juhan,S12,KR,JUNGLE,9,66.7%,3.7,2.2,2.6,7.1,4.5,307,58.9%,10.9,242,1.64,0.52,0.47,0.49,-108,-4,-188,44.4%,22.2%,0,1
Listo,S12,KR,JUNGLE,2,0%,0.9,1.5,3.5,1.5,5.1,290,75%,20,275,1.05,0.46,0.23,0.43,-2231,-32,-2124,0%,0%,0,1
OnFleek,S12,KR,JUNGLE,81,28.4%,1.8,1.6,3.2,4.2,5.6,317,66.5%,14.3,245,1.78,0.45,0.56,0.35,-164,-2,-125,28.4%,11.1%,0,6
Oner,S12,KR,JUNGLE,102,74.5%,5,3.2,2,6.8,5.8,361,72.6%,14.2,298,1.39,0.38,0.37,0.26,405,5,222,47.1%,7.8%,0,21
Peach,S12,KR,JUNGLE,1,100%,4.5,1,2,8,5.5,336,69.2%,7.8,198,1.62,0.47,0.67,0.2,-639,-25,-934,0%,0%,0,-
Peanut,S12,KR,JUNGLE,91,78%,5.3,2.7,1.8,6.8,5.8,349,67.4%,11.8,253,1.58,0.45,0.42,0.32,185,4,186,42.9%,4.4%,0,10
Pyosik,S12,KR,JUNGLE,95,48.4%,3,2.4,2.6,5.6,5.4,322,68.9%,12.3,247,1.52,0.49,0.44,0.43,-93,-0,-21,30.5%,10.5%,0,10
Raptor,S12,KR,JUNGLE,5,60%,3.7,2.4,2.4,6.4,5.4,329,72.6%,15.5,283,1.53,0.42,0.41,0.39,475,4,367,40%,20%,0,-
Sylvie,S12,KR,JUNGLE,6,0%,1.6,1.8,3,2.8,5.1,312,83.3%,14.7,203,1.13,0.33,0.33,0.42,-35,-2,106,33.3%,0%,0,-
UmTi,S12,KR,JUNGLE,82,35.4%,2.8,1.8,2.5,5.1,5.2,308,71.1%,13.4,223,1.59,0.5,0.48,0.43,-62,-1,-63,45.1%,8.5%,0,3
Willer,S12,KR,JUNGLE,6,16.7%,1.8,1.3,3,4.2,5.2,295,66.8%,10.8,179,1.6,0.51,0.47,0.43,-127,-1,-1,16.7%,16.7%,0,1
YoungJae,S12,KR,JUNGLE,5,40%,2.1,1.6,3.8,6.2,5.3,306,56.2%,10.1,244,1.57,0.57,0.36,0.48,-701,-2,-236,40%,0%,0,-
Aria,S12,KR,MID,38,39.5%,3.4,2.2,2,4.8,8.3,375,61%,23.4,421,1.54,0.69,0.35,0.32,-296,-11,-178,21.1%,5.3%,0,5
Bdd,S12,KR,MID,82,35.4%,3.2,2.5,2.2,4.7,8.5,381,62.6%,26.6,492,1.16,0.51,0.24,0.26,-81,-2,-110,14.6%,9.8%,1,10
FATE,S12,KR,MID,92,39.1%,4.6,2.4,1.6,5.1,8.7,385,69.5%,26.1,460,1.26,0.51,0.29,0.24,-31,1,-62,20.7%,8.7%,0,22
FIESTA,S12,KR,MID,5,20%,1.1,0.8,3.8,3.4,8.3,349,55.3%,23.8,402,1.08,0.42,0.25,0.22,-403,-5,-39,0%,20%,0,-
Faker,S12,KR,MID,102,74.5%,4.4,2.8,1.9,5.6,8.5,407,62%,24.6,507,1.32,0.51,0.29,0.19,69,-2,-138,20.6%,7.8%,0,19
Feisty,S12,KR,MID,2,0%,1.2,1,2.5,2,8.2,348,75%,24.7,351,0.77,0.46,0.18,0.2,-1757,-19,-614,0%,0%,0,1
Karis,S12,KR,MID,89,27%,2.5,1.9,2.4,4.1,7.9,355,63.7%,25.3,430,1.03,0.43,0.26,0.21,-274,-5,-64,13.5%,11.2%,0,17
Lava,S12,KR,MID,87,36.8%,3.5,2.8,2.1,4.6,8.9,401,70.6%,30.5,521,1.23,0.46,0.32,0.18,76,-2,38,23%,6.9%,0,18
Ophelia,S12,KR,ADC,5,40%,3.4,3,1.8,3.2,9.2,405,61.5%,30.9,520,0.96,0.45,0.25,0.21,26,-4,382,0%,0%,0,3
Quid,S12,KR,MID,5,40%,2.4,3.2,3,4,8.7,381,59%,27,518,1.02,0.43,0.19,0.16,-544,-14,-390,20%,0%,0,1
SeTab,S12,KR,MID,1,100%,4.5,4,2,5,8.4,411,69.2%,31.2,795,0.77,0.51,0.13,0.2,617,15,280,100%,0%,0,1
ShowMaker,S12,KR,MID,105,61%,4.9,2.8,1.7,5.3,8.6,397,64.5%,23.8,471,1.45,0.52,0.35,0.24,100,1,70,21.9%,5.7%,0,13
Ten10,S12,KR,MID,4,0%,1.4,0.8,3.5,4.3,7.5,319,73.3%,22.2,316,1.59,0.74,0.41,0.35,-250,-8,-103,0%,25%,0,-
Vicla,S12,KR,MID,60,55%,3.7,2.6,2.4,6.4,8.7,396,67.5%,26.4,533,1.12,0.53,0.24,0.31,14,-1,96,18.3%,10%,0,10
Zeka,S12,KR,MID,104,50%,4.1,3,1.9,4.9,9,409,66.3%,26.4,540,1.12,0.42,0.26,0.19,82,4,20,18.3%,6.7%,0,27
Aiming,S12,KR,SUPPORT,3,33.3%,2.8,0.3,2,5.3,2.4,308,93.3%,25.9,404,4.07,2.25,0.87,0.27,940,-6,172,33.3%,0%,0,-
BeryL,S12,KR,SUPPORT,96,51%,2.6,0.6,3.2,7.8,1.1,234,70.9%,7.3,144,2.78,1.69,0.46,0.53,64,3,140,28.1%,14.6%,0,4
Cheoni,S12,KR,ADC,18,11.1%,2,2.1,2.3,2.7,9.2,393,64%,25.1,364,1.06,0.43,0.27,0.16,-602,-11,-424,22.2%,27.8%,0,1
Deft,S12,KR,SUPPORT,8,37.5%,3.4,1.5,2.8,7.8,2.1,298,81.8%,21.9,478,3.14,1.37,0.79,0.26,670,4,312,0%,25%,0,-
Effort,S12,KR,SUPPORT,32,28.1%,2,0.6,3.8,6.8,1,220,65.2%,6.4,117,2.84,1.91,0.4,0.58,-118,3,-140,18.8%,12.5%,0,-
Envyy,S12,KR,ADC,9,22.2%,1.9,2.1,2.7,3,9.2,386,57.1%,24.9,403,0.86,0.4,0.26,0.12,-755,-5,-274,11.1%,11.1%,0,-
Gamin,S12,KR,ADC,5,0%,0.8,1.2,3.8,2,8.4,362,47.6%,16.8,231,0.98,0.37,0.3,0.09,-1278,-17,-727,40%,20%,0,-
Ghost,S12,KR,SUPPORT,10,20%,1.5,0.7,3.5,4.6,1.4,237,61.4%,9.9,175,2.84,1.58,0.6,0.39,80,4,192,40%,10%,0,1
